#,uniqueID,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,EXP,MALE,FEMALE,Catch Rate,HEIGHT(dm),WEIGHT(hectogram) ,FRIENDSHIP,BASE EXP YEILD,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Total EVs,Egg Group 1,Egg Group 2,Cycles,Steps,Gen III,Gen IV,Gen V-VI,Gen VII
267,267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,FALSE,MF,50,50,45,10,284,70,178,0,0,0,3,0,0,3,Bug,—,15,—,4096,4080,3855,3840
268,268,Cascoon,Bug,,205,50,35,55,25,25,15,3,FALSE,MF,50,50,120,7,115,70,72,0,0,2,0,0,0,2,Bug,—,15,—,4096,4080,3855,3840
269,269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,FALSE,MF,50,50,45,12,316,70,173,0,0,0,0,3,0,3,Bug,—,15,—,4096,4080,3855,3840
270,270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,FALSE,MS,50,50,255,5,26,70,44,0,0,0,0,1,0,1,Water 1,Grass,15,—,4096,4080,3855,3840
271,271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,FALSE,MS,50,50,120,12,325,70,119,0,0,0,0,2,0,2,Water 1,Grass,15,—,4096,4080,3855,3840
272,272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,FALSE,MS,50,50,45,15,550,70,216,0,0,0,0,3,0,3,Water 1,Grass,15,—,4096,4080,3855,3840
273,273,Seedot,Grass,,220,40,40,50,30,30,30,3,FALSE,MS,50,50,255,5,40,70,44,0,0,1,0,0,0,1,Field,Grass,15,—,4096,4080,3855,3840
274,274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,FALSE,MS,50,50,120,10,280,70,119,0,2,0,0,0,0,2,Field,Grass,15,—,4096,4080,3855,3840
275,275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,FALSE,MS,50,50,45,13,596,70,216,0,3,0,0,0,0,3,Field,Grass,15,—,4096,4080,3855,3840
276,276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,FALSE,MS,50,50,200,3,23,70,54,0,0,0,0,0,1,1,Flying,—,15,—,4096,4080,3855,3840
277,277,Swellow,Normal,Flying,430,60,85,60,50,50,125,3,FALSE,MS,50,50,45,7,198,70,159,0,0,0,0,0,2,2,Flying,—,15,—,4096,4080,3855,3840
278,278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,FALSE,MF,50,50,190,6,95,70,54,0,0,0,0,0,1,1,Water 1,Flying,20,—,5376,5355,5140,5120
279,279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,FALSE,MF,50,50,45,12,280,70,154,0,0,2,0,0,0,2,Water 1,Flying,20,—,5376,5355,5140,5120
280,280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,FALSE,SL,50,50,235,4,66,35,40,0,0,0,1,0,0,1,Amorphous,—,20,—,5376,5355,5140,5120
281,281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,FALSE,SL,50,50,120,8,202,35,97,0,0,0,2,0,0,2,Amorphous,—,20,—,5376,5355,5140,5120
282,282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,FALSE,SL,50,50,45,16,484,35,233,0,0,0,3,0,0,3,Amorphous,—,20,—,5376,5355,5140,5120
282,282M,Gardevoir (Mega Gardevoir),Psychic,Fairy,618,68,85,65,165,135,100,3,FALSE,SL,50,50,45,16,484,35,278,0,0,0,3,0,0,3,Amorphous,—,20,—,5376,5355,5140,5120
283,283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,FALSE,MF,50,50,200,5,17,70,54,0,0,0,0,0,1,1,Water 1,Bug,15,—,4096,4080,3855,3840
284,284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,FALSE,MF,50,50,75,8,36,70,159,0,0,0,1,1,0,2,Water 1,Bug,15,—,4096,4080,3855,3840
285,285,Shroomish,Grass,,295,60,40,60,40,60,35,3,FALSE,FL,50,50,255,4,45,70,59,1,0,0,0,0,0,1,Fairy,Grass,15,—,4096,4080,3855,3840
286,286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,FALSE,FL    ,50,50,90,12,392,70,161,0,2,0,0,0,0,2,Fairy,Grass,15,—,4096,4080,3855,3840
287,287,Slakoth,Normal,,280,60,60,60,35,35,30,3,FALSE,SL,50,50,255,8,240,70,56,1,0,0,0,0,0,1,Field,—,15,—,4096,4080,3855,3840
288,288,Vigoroth,Normal,,440,80,80,80,55,55,90,3,FALSE,SL,50,50,120,14,465,70,154,0,0,0,0,0,2,2,Field,—,15,—,4096,4080,3855,3840
289,289,Slaking,Normal,,670,150,160,100,95,65,100,3,FALSE,SL,50,50,45,20,1305,70,252,3,0,0,0,0,0,3,Field,—,15,—,4096,4080,3855,3840
290,290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,FALSE,ER,50,50,255,5,55,70,53,0,0,1,0,0,0,1,Bug,—,15,—,4096,4080,3855,3840
291,291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,FALSE,ER,50,50,120,8,120,70,160,0,0,0,0,0,2,2,Bug,—,15,—,4096,4080,3855,3840
292,292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,FALSE,ER,0,0,45,8,12,70,83,2,0,0,0,0,0,2,Mineral,—,15,—,4096,4080,3855,3840
293,293,Whismur,Normal,,240,64,51,23,51,23,28,3,FALSE,MS,50,50,190,6,163,70,48,1,0,0,0,0,0,1,Monster,Field,20,—,5376,5355,5140,5120
294,294,Loudred,Normal,,360,84,71,43,71,43,48,3,FALSE,MS,50,50,120,10,405,70,126,2,0,0,0,0,0,2,Monster,Field,20,—,5376,5355,5140,5120
295,295,Exploud,Normal,,490,104,91,63,91,73,68,3,FALSE,MS,50,50,45,15,840,70,221,3,0,0,0,0,0,3,Monster,Field,20,—,5376,5355,5140,5120
296,296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,FALSE,FL,75,25,180,10,864,70,47,1,0,0,0,0,0,1,Human-Like,—,20,—,5376,5355,5140,5120
297,297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,FALSE,FL    ,75,25,200,23,2538,70,166,2,0,0,0,0,0,2,Human-Like,—,20,—,5376,5355,5140,5120
298,298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,FALSE,FA,25,75,150,2,20,70,38,1,0,0,0,0,0,1,Undiscovered,—,10,—,2816,2805,2570,2560
299,299,Nosepass,Rock,,375,30,45,135,45,90,30,3,FALSE,MF,50,50,255,10,970,70,75,0,0,1,0,0,0,1,Mineral,—,20,—,5376,5355,5140,5120
300,300,Skitty,Normal,,260,50,45,45,35,35,50,3,FALSE,FA,25,75,255,6,110,70,52,0,0,0,0,0,1,1,Field,Fairy,15,—,4096,4080,3855,3840
301,301,Delcatty,Normal,,380,70,65,65,55,55,70,3,FALSE,FA,25,75,60,11,326,70,140,1,0,0,0,0,1,2,Field,Fairy,15,—,4096,4080,3855,3840
302,302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,FALSE,MS,50,50,45,5,110,35,133,0,1,1,0,0,0,2,Human-Like,—,25,—,6656,6630,6425,6400
302,302M,Sableye (Mega Sableye),Dark,Ghost,480,50,85,125,85,115,20,3,FALSE,MS,50,50,45,5,1610,35,168,0,1,1,0,0,0,2,Human-Like,—,25,—,6656,6630,6425,6400
303,303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,FALSE,FA,50,50,45,6,115,70,133,0,1,1,0,0,0,2,Field,Fairy,20,—,5376,5355,5140,5120
303,303M,Mawile (Mega Mawile),Steel,Fairy,480,50,105,125,55,95,50,3,FALSE,FA,50,50,45,10,235,70,168,0,1,1,0,0,0,2,Field,Fairy,20,—,5376,5355,5140,5120
304,304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,FALSE,SL,50,50,180,4,600,35,66,0,0,1,0,0,0,1,Monster,—,35,—,9216,9180,8995,8960
305,305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,FALSE,SL,50,50,90,9,1200,35,151,0,0,2,0,0,0,2,Monster,—,35,—,9216,9180,8995,8960
306,306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,FALSE,SL,50,50,45,21,3600,35,239,0,0,3,0,0,0,3,Monster,—,35,—,9216,9180,8995,8960
306,306M,Aggron (Mega Aggron),Steel,,630,70,140,230,60,80,50,3,FALSE,SL,50,50,45,22,3950,35,284,0,0,3,0,0,0,3,Monster,—,35,—,9216,9180,8995,8960
307,307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,FALSE,MF,50,50,180,6,112,70,56,0,0,0,0,0,1,1,Human-Like,—,20,—,5376,5355,5140,5120
308,308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,FALSE,MF,50,50,90,13,315,70,144,0,0,0,0,0,2,2,Human-Like,—,20,—,5376,5355,5140,5120
308,308M,Medicham (Mega Medicham),Fighting,Psychic,510,60,100,85,80,85,100,3,FALSE,MF,50,50,90,13,315,70,179,0,0,0,0,0,2,2,Human-Like,—,20,—,5376,5355,5140,5120
309,309,Electrike,Electric,,295,40,45,40,65,40,65,3,FALSE,SL,50,50,120,6,152,70,59,0,0,0,0,0,1,1,Field,—,20,—,5376,5355,5140,5120
310,310,Manectric,Electric,,475,70,75,60,105,60,105,3,FALSE,SL,50,50,45,15,402,70,166,0,0,0,0,0,2,2,Field,—,20,—,5376,5355,5140,5120
310,310M,Manectric (Mega Manectric),Electric,,575,70,75,80,135,80,135,3,FALSE,SL,50,50,45,18,440,70,201,0,0,0,0,0,2,2,Field,—,20,—,5376,5355,5140,5120
311,311,Plusle,Electric,,405,60,50,40,85,75,95,3,FALSE,MF,50,50,200,4,42,70,142,0,0,0,0,0,1,1,Fairy,—,20,—,5376,5355,5140,5120
312,312,Minun,Electric,,405,60,40,50,75,85,95,3,FALSE,MF,50,50,200,4,42,70,142,0,0,0,0,0,1,1,Fairy,—,20,—,5376,5355,5140,5120
313,313,Volbeat,Bug,,400,65,73,55,47,75,85,3,FALSE,ER,100,0,150,7,177,70,151,0,0,0,0,0,1,1,Bug,Human-Like,15,—,4096,4080,3855,3840
314,314,Illumise,Bug,,400,65,47,55,73,75,85,3,FALSE,FL,0,100,150,6,177,70,151,0,0,0,0,0,1,1,Bug,Human-Like,15,—,4096,4080,3855,3840
315,315,Roselia,Grass,Poison,400,50,60,45,100,80,65,3,FALSE,MS,50,50,150,3,20,70,140,0,0,0,2,0,0,2,Fairy,Grass,20,—,5376,5355,5140,5120
316,316,Gulpin,Poison,,302,70,43,53,43,53,40,3,FALSE,FL,50,50,225,4,103,70,60,1,0,0,0,0,0,1,Amorphous,—,20,—,5376,5355,5140,5120
317,317,Swalot,Poison,,467,100,73,83,73,83,55,3,FALSE,FL,50,50,75,17,800,70,163,2,0,0,0,0,0,2,Amorphous,—,20,—,5376,5355,5140,5120
318,318,Carvanha,Water,Dark,305,45,90,20,65,20,65,3,FALSE,SL,50,50,225,8,208,35,61,0,1,0,0,0,0,1,Water 2,—,20,—,5376,5355,5140,5120
319,319,Sharpedo,Water,Dark,460,70,120,40,95,40,95,3,FALSE,SL,50,50,60,18,888,35,161,0,2,0,0,0,0,2,Water 2,—,20,—,5376,5355,5140,5120
319,319M,Sharpedo (Mega Sharpedo),Water,Dark,560,70,140,70,110,65,105,3,FALSE,SL,50,50,60,25,1303,35,196,0,2,0,0,0,0,2,Water 2,—,20,—,5376,5355,5140,5120
320,320,Wailmer,Water,,400,130,70,35,70,35,60,3,FALSE,FL,50,50,125,20,1300,70,80,1,0,0,0,0,0,1,Field,Water 2,40,—,10496,10455,10280,10240
321,321,Wailord,Water,,500,170,90,45,90,45,60,3,FALSE,FL,50,50,60,145,3980,70,175,2,0,0,0,0,0,2,Field,Water 2,40,—,10496,10455,10280,10240
322,322,Numel,Fire,Ground,305,60,60,40,65,45,35,3,FALSE,MF,50,50,255,7,240,70,61,0,0,0,1,0,0,1,Field,—,20,—,5376,5355,5140,5120
323,323,Camerupt,Fire,Ground,460,70,100,70,105,75,40,3,FALSE,MF,50,50,150,19,2200,70,161,0,1,0,1,0,0,2,Field,—,20,—,5376,5355,5140,5120
323,323M,Camerupt (Mega Camerupt),Fire,Ground,560,70,120,100,145,105,20,3,FALSE,MF,50,50,150,25,3205,70,196,0,1,0,1,0,0,2,Field,—,20,—,5376,5355,5140,5120
324,324,Torkoal,Fire,,470,70,85,140,85,70,20,3,FALSE,MF,50,50,90,5,804,70,165,0,0,2,0,0,0,2,Field,—,20,—,5376,5355,5140,5120
325,325,Spoink,Psychic,,330,60,25,35,70,80,60,3,FALSE,FA,50,50,255,7,306,70,66,0,0,0,0,1,0,1,Field,—,20,—,5376,5355,5140,5120
326,326,Grumpig,Psychic,,470,80,45,65,90,110,80,3,FALSE,FA,50,50,60,9,715,70,165,0,0,0,0,2,0,2,Field,—,20,—,5376,5355,5140,5120
327,327,Spinda,Normal,,360,60,60,60,60,60,60,3,FALSE,FA,50,50,255,11,50,70,126,0,0,0,1,0,0,1,Field,Human-Like,20,—,5376,5355,5140,5120
328,328,Trapinch,Ground,,290,45,100,45,45,45,10,3,FALSE,MS,50,50,255,7,150,70,58,0,1,0,0,0,0,1,Bug,—,20,—,5376,5355,5140,5120
329,329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70,3,FALSE,MS,50,50,120,11,153,70,119,0,1,0,0,0,1,2,Bug,—,20,—,5376,5355,5140,5120
330,330,Flygon,Ground,Dragon,520,80,100,80,80,80,100,3,FALSE,MS,50,50,45,20,820,70,234,0,1,0,0,0,2,3,Bug,—,20,—,5376,5355,5140,5120
331,331,Cacnea,Grass,,335,50,85,40,85,40,35,3,FALSE,MS,50,50,190,4,513,35,67,0,0,0,1,0,0,1,Grass,Human-Like,20,—,5376,5355,5140,5120
332,332,Cacturne,Grass,Dark,475,70,115,60,115,60,55,3,FALSE,MS,50,50,60,13,774,35,166,0,1,0,1,0,0,2,Grass,Human-Like,20,—,5376,5355,5140,5120
333,333,Swablu,Normal,Flying,310,45,40,60,40,75,50,3,FALSE,ER,50,50,255,4,12,70,62,0,0,0,0,1,0,1,Flying,Dragon,20,—,5376,5355,5140,5120
334,334,Altaria,Dragon,Flying,490,75,70,90,70,105,80,3,FALSE,ER,50,50,45,11,206,70,172,0,0,0,0,2,0,2,Flying,Dragon,20,—,5376,5355,5140,5120
334,334M,Altaria (Mega Altaria),Dragon,Fairy,590,75,110,110,110,105,80,3,FALSE,ER,50,50,45,15,206,70,207,0,0,0,0,2,0,2,Flying,Dragon,20,—,5376,5355,5140,5120
335,335,Zangoose,Normal,,458,73,115,60,60,60,90,3,FALSE,ER,50,50,90,13,403,70,160,0,2,0,0,0,0,2,Field,—,20,—,5376,5355,5140,5120
336,336,Seviper,Poison,,458,73,100,60,100,60,65,3,FALSE,FL,50,50,90,27,525,70,160,0,1,0,1,0,0,2,Field,Dragon,20,—,5376,5355,5140,5120
337,337,Lunatone,Rock,Psychic,440,70,55,65,95,85,70,3,FALSE,FA,0,0,45,10,1680,70,161,0,0,0,2,0,0,2,Mineral,—,25,—,6656,6630,6425,6400
338,338,Solrock,Rock,Psychic,440,70,95,85,55,65,70,3,FALSE,FA,0,0,45,12,1540,70,161,0,2,0,0,0,0,2,Mineral,—,25,—,6656,6630,6425,6400
339,339,Barboach,Water,Ground,288,50,48,43,46,41,60,3,FALSE,MF,50,50,190,4,19,70,58,1,0,0,0,0,0,1,Water 2,—,20,—,5376,5355,5140,5120
340,340,Whiscash,Water,Ground,468,110,78,73,76,71,60,3,FALSE,MF,50,50,75,9,236,70,164,2,0,0,0,0,0,2,Water 2,—,20,—,5376,5355,5140,5120
341,341,Corphish,Water,,308,43,80,65,50,35,35,3,FALSE,FL,50,50,205,6,115,70,62,0,1,0,0,0,0,1,Water 1,Water 3,20,—,5376,5355,5140,5120
342,342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55,3,FALSE,FL,50,50,155,11,328,70,164,0,2,0,0,0,0,2,Water 1,Water 3,20,—,5376,5355,5140,5120
343,343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55,3,FALSE,MF,0,0,255,5,215,70,60,0,0,0,0,1,0,1,Mineral,—,20,—,5376,5355,5140,5120
344,344,Claydol,Ground,Psychic,500,60,70,105,70,120,75,3,FALSE,MF,0,0,90,15,1080,70,175,0,0,0,0,2,0,2,Mineral,—,20,—,5376,5355,5140,5120
345,345,Lileep,Rock,Grass,355,66,41,77,61,87,23,3,FALSE,ER,87.5,12.5,45,10,238,70,71,0,0,0,0,1,0,1,Water 3,—,30,—,7936,7905,7710,7680
346,346,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,ER,87.5,12.5,45,15,604,70,173,0,0,0,0,2,0,2,Water 3,—,30,—,7936,7905,7710,7680
347,347,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,ER,87.5,12.5,45,7,125,70,71,0,1,0,0,0,0,1,Water 3,—,30,—,7936,7905,7710,7680
348,348,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,ER,87.5,12.5,45,15,682,70,173,0,2,0,0,0,0,2,Water 3,—,30,—,7936,7905,7710,7680
349,349,Feebas,Water,,200,20,15,20,10,55,80,3,FALSE,ER,50,50,255,6,74,70,40,0,0,0,0,0,1,1,Water 1,Dragon,20,—,5376,5355,5140,5120
350,350,Milotic,Water,,540,95,60,79,100,125,81,3,FALSE,ER,50,50,60,62,1620,70,189,0,0,0,0,2,0,2,Water 1,Dragon,20,—,5376,5355,5140,5120
351,351,Castform,Normal,,420,70,70,70,70,70,70,3,FALSE,MF,50,50,45,3,8,70,147,1,0,0,0,0,0,1,Fairy,Amorphous,25,—,6656,6630,6425,6400
351,,Castform(Sunny),Fire,,420,70,70,70,70,70,70,3,FALSE,MF,50,50,,3,8,70,147,1,0,0,0,0,0,1,Fairy,Amorphous,25,—,6656,6630,6425,6400
351,,Castform(Rainy),Water,,420,70,70,70,70,70,70,3,FALSE,MF,50,50,,3,8,70,147,1,0,0,0,0,0,1,Fairy,Amorphous,25,—,6656,6630,6425,6400
351,,Castform(Snowy),Ice,,420,70,70,70,70,70,70,3,FALSE,MF,50,50,,3,8,70,147,1,0,0,0,0,0,1,Fairy,Amorphous,25,—,6656,6630,6425,6400
352,352,Kecleon,Normal,,440,60,90,70,60,120,40,3,FALSE,MS,50,50,200,10,220,70,154,0,0,0,0,1,0,1,Field,—,20,—,5376,5355,5140,5120
353,353,Shuppet,Ghost,,295,44,75,35,63,33,45,3,FALSE,FA,50,50,225,6,23,35,59,0,1,0,0,0,0,1,Amorphous,—,25,—,6656,6630,6425,6400
354,354,Banette,Ghost,,455,64,115,65,83,63,65,3,FALSE,FA,50,50,45,11,125,35,159,0,2,0,0,0,0,2,Amorphous,—,25,—,6656,6630,6425,6400
354,354M,Banette (Mega Banette),Ghost,,555,64,165,75,93,83,75,3,FALSE,FA,50,50,,12,130,35,194,0,2,0,0,0,0,2,Amorphous,—,25,—,6656,6630,6425,6400
355,355,Duskull,Ghost,,295,20,40,90,30,90,25,3,FALSE,FA,50,50,190,8,150,35,59,0,0,0,0,1,0,1,Amorphous,—,25,—,6656,6630,6425,6400
356,356,Dusclops,Ghost,,455,40,70,130,60,130,25,3,FALSE,FA,50,50,90,16,306,35,159,0,0,1,0,1,0,2,Amorphous,—,25,—,6656,6630,6425,6400
357,357,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,SL,50,50,200,20,1000,70,161,2,0,0,0,0,0,2,Monster,Grass,25,—,6656,6630,6425,6400
358,358,Chimecho,Psychic,,425,65,50,70,95,80,65,3,FALSE,FA,50,50,45,6,10,70,159,0,0,0,1,1,0,2,Amorphous,—,25,—,6656,6630,6425,6400
359,359,Absol,Dark,,465,65,130,60,75,60,75,3,FALSE,MS,50,50,30,12,470,35,163,0,2,0,0,0,0,2,Field,—,25,—,6656,6630,6425,6400
359,359M,Absol (Mega Absol),Dark,,565,65,150,60,115,60,115,3,FALSE,MS,50,50,,12,490,35,198,0,2,0,0,0,0,2,Field,—,25,—,6656,6630,6425,6400
360,360,Wynaut,Psychic,,260,95,23,48,23,48,23,3,FALSE,MF,50,50,125,6,140,70,52,1,0,0,0,0,0,1,Undiscovered,—,20,—,5376,5355,5140,5120
361,361,Snorunt,Ice,,300,50,50,50,50,50,50,3,FALSE,MF,50,50,190,7,168,70,60,1,0,0,0,0,0,1,Fairy,Mineral,20,—,5376,5355,5140,5120
362,362,Glalie,Ice,,480,80,80,80,80,80,80,3,FALSE,MF,50,50,75,15,2565,70,168,2,0,0,0,0,0,2,Fairy,Mineral,20,—,5376,5355,5140,5120
362,362M,Glalie (Mega Glalie),Ice,,580,80,120,80,120,80,100,3,FALSE,MF,50,50,,21,3502,70,203,2,0,0,0,0,0,2,Fairy,Mineral,20,—,5376,5355,5140,5120
363,363,Spheal,Ice,Water,290,70,40,50,55,50,25,3,FALSE,MS,50,50,255,8,395,70,58,1,0,0,0,0,0,1,Water 1,Field,20,—,5376,5355,5140,5120
364,364,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,FALSE,MS,50,50,120,11,876,70,144,2,0,0,0,0,0,2,Water 1,Field,20,—,5376,5355,5140,5120
365,365,Walrein,Ice,Water,530,110,80,90,95,90,65,3,FALSE,MS,50,50,45,14,1506,70,239,3,0,0,0,0,0,3,Water 1,Field,20,—,5376,5355,5140,5120
366,366,Clamperl,Water,,345,35,64,85,74,55,32,3,FALSE,ER,50,50,255,4,525,70,69,0,0,1,0,0,0,1,Water 1,—,20,—,5376,5355,5140,5120
367,367,Huntail,Water,,485,55,104,105,94,75,52,3,FALSE,ER,50,50,60,17,270,70,170,0,1,1,0,0,0,2,Water 1,—,20,—,5376,5355,5140,5120
368,368,Gorebyss,Water,,485,55,84,105,114,75,52,3,FALSE,ER,50,50,60,18,226,70,170,0,0,0,2,0,0,2,Water 1,—,20,—,5376,5355,5140,5120
369,369,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,FALSE,SL,87.5,12.5,25,10,234,70,170,1,0,1,0,0,0,2,Water 1,Water 2,40,—,10496,10455,10280,10240
370,370,Luvdisc,Water,,330,43,30,55,40,65,97,3,FALSE,FA,25,75,225,6,87,70,116,0,0,0,0,0,1,1,Water 2,—,20,—,5376,5355,5140,5120
371,371,Bagon,Dragon,,300,45,75,60,40,30,50,3,FALSE,SL,50,50,45,6,421,35,60,0,1,0,0,0,0,1,Dragon,—,40,—,10496,10455,10280,10240
372,372,Shelgon,Dragon,,420,65,95,100,60,50,50,3,FALSE,SL,50,50,45,11,1105,35,147,0,0,2,0,0,0,2,Dragon,—,40,—,10496,10455,10280,10240
373,373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,SL,50,50,45,15,1026,35,270,0,3,0,0,0,0,3,Dragon,—,40,—,10496,10455,10280,10240
373,373M,Salamence (Mega Salamence),Dragon,Flying,700,95,145,130,120,90,120,3,FALSE,SL,50,50,,18,1126,35,315,0,3,0,0,0,0,3,Dragon,—,40,—,10496,10455,10280,10240
374,374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,SL,0,0,3,6,952,35,60,0,0,1,0,0,0,1,Mineral,—,40,—,10496,10455,10280,10240
375,375,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,SL,0,0,3,12,2025,35,147,0,0,2,0,0,0,2,Mineral,—,40,—,10496,10455,10280,10240
376,376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,SL,0,0,3,16,5500,35,270,0,0,3,0,0,0,3,Mineral,—,40,—,10496,10455,10280,10240
376,376M,Metagross (Mega Metagross),Steel,Psychic,700,80,145,150,105,110,110,3,FALSE,SL,0,0,,25,9429,35,315,0,0,3,0,0,0,3,Mineral,—,40,—,10496,10455,10280,10240
377,377,Regirock,Rock,,580,80,100,200,50,100,50,3,TRUE,SL,0,0,3,17,2300,35,261,0,0,3,0,0,0,3,Undiscovered,—,80,—,20736,20655,20560,20480
378,378,Regice,Ice,,580,80,50,100,100,200,50,3,TRUE,SL,0,0,3,18,1750,35,261,0,0,0,0,3,0,3,Undiscovered,—,80,—,20736,20655,20560,20480
379,379,Registeel,Steel,,580,80,75,150,75,150,50,3,TRUE,SL,0,0,3,19,2050,35,261,0,0,2,0,1,0,3,Undiscovered,—,80,—,20736,20655,20560,20480
380,380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,SL,0,100,3,14,400,90,270,0,0,0,0,3,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
380,380M,Latias (Mega Latias),Dragon,Psychic,700,80,100,120,140,150,110,3,TRUE,SL,0,100,,18,520,90,315,0,0,0,0,3,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
381,381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,SL,100,0,3,20,600,90,270,0,0,0,3,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
381,381M,Latios (Mega Latios),Dragon,Psychic,700,80,130,100,160,120,110,3,TRUE,SL,100,0,,23,700,90,315,0,0,0,3,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
382,382,Kyogre,Water,,670,100,100,90,150,140,90,3,TRUE,SL,0,0,3,45,3520,0,302,0,0,0,3,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
382,382P,Kyogre (Primal Reversion),Water,,770,100,150,90,180,160,90,3,TRUE,SL,0,0,,98,4300,0,347,0,0,0,3,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
383,383,Groudon,Ground,,670,100,150,140,100,90,90,3,TRUE,SL,0,0,3,35,9500,0,302,0,3,0,0,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
383,383P,Groudon (Primal Reversion),Ground,Fire,770,100,180,160,150,90,90,3,TRUE,SL,0,0,,50,9997,0,347,0,3,0,0,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
384,384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,SL,0,0,45,70,2065,0,306,0,2,0,1,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
384,384M,Rayquaza (Mega Rayquaza),Dragon,Flying,780,105,180,100,180,100,115,3,TRUE,SL,0,0,,108,3920,0,351,0,2,0,1,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
385,385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,SL,0,0,3,3,11,100,270,3,0,0,0,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
386,386,Deoxys (Normal Forme),Psychic,,600,50,150,50,150,50,150,3,TRUE,SL,0,0,3,17,608,0,270,0,1,0,1,0,1,3,Undiscovered,—,120,—,30976,30855,30840,30720
386,386,Deoxys (Attack Forme),Psychic,,600,50,180,20,180,20,150,3,TRUE,SL,0,0,,17,608,0,270,0,2,0,1,0,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
386,386,Deoxys (Defense Forme),Psychic,,600,50,70,160,70,160,90,3,TRUE,SL,0,0,,17,608,0,270,0,0,2,0,1,0,3,Undiscovered,—,120,—,30976,30855,30840,30720
386,386,Deoxys (Speed Forme),Psychic,,600,50,95,90,95,90,180,3,TRUE,SL,0,0,,17,608,0,270,0,0,0,0,0,3,3,Undiscovered,—,120,—,30976,30855,30840,30720
387,387,Turtwig,Grass,,318,55,68,64,45,55,31,4,FALSE,MS,87.5,12.5,45,4,102,70,64,0,1,0,0,0,0,1,Monster,Grass,20,—,—,5355,5140,5120
388,388,Grotle,Grass,,405,75,89,85,55,65,36,4,FALSE,MS,87.5,12.5,45,11,970,70,142,0,1,1,0,0,0,2,Monster,Grass,20,—,—,5355,5140,5120
